,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
212,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.1686182669789227,0.11475409836065574,0.03747072599531616,0.22222222222222224,1.9365079365079365,0.01812108880101355,1.1381733021077283
213,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.11475409836065574,0.1686182669789227,0.03747072599531616,0.32653061224489793,1.9365079365079365,0.01812108880101355,1.234475906607054
214,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.26229508196721313,0.1358313817330211,0.06791569086651054,0.25892857142857145,1.90625,0.03228778746112796,1.1661070511554414
215,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.1358313817330211,0.26229508196721313,0.06791569086651054,0.5,1.90625,0.03228778746112796,1.4754098360655736
216,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'RETROSPOT TEA SET CERAMIC 11 PC'}),0.26229508196721313,0.06088992974238876,0.03044496487119438,0.11607142857142856,1.90625,0.014473835758436672,1.062427554230833
217,frozenset({'RETROSPOT TEA SET CERAMIC 11 PC'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06088992974238876,0.26229508196721313,0.03044496487119438,0.5,1.90625,0.014473835758436672,1.4754098360655736
218,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.26229508196721313,0.12412177985948478,0.06088992974238876,0.23214285714285712,1.8702830188679245,0.028333397320228812,1.1406786122760197
219,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.12412177985948478,0.26229508196721313,0.06088992974238876,0.49056603773584906,1.8702830188679245,0.028333397320228812,1.448087431693989
220,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'GUMBALL COAT RACK'}),0.26229508196721313,0.07728337236533958,0.03747072599531616,0.14285714285714285,1.8484848484848484,0.01719967750604676,1.076502732240437
221,frozenset({'GUMBALL COAT RACK'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07728337236533958,0.26229508196721313,0.03747072599531616,0.4848484848484848,1.8484848484848482,0.01719967750604676,1.4320154291224685
222,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'JAM JAR WITH PINK LID'}),0.26229508196721313,0.06791569086651054,0.03278688524590164,0.125,1.8405172413793103,0.014972933543210349,1.0652392104382737
223,frozenset({'JAM JAR WITH PINK LID'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06791569086651054,0.26229508196721313,0.03278688524590164,0.48275862068965514,1.84051724137931,0.014972933543210349,1.4262295081967211
224,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.26229508196721313,0.10304449648711944,0.04918032786885246,0.1875,1.8196022727272727,0.02215226321649326,1.103945235092776
225,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.10304449648711944,0.26229508196721313,0.04918032786885246,0.47727272727272724,1.8196022727272725,0.02215226321649326,1.4112615823235923
226,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.08430913348946135,0.26229508196721313,0.03981264637002342,0.47222222222222227,1.8003472222222223,0.017698775290820444,1.3977566867989648
227,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'LUNCH BAG WOODLAND'}),0.26229508196721313,0.08430913348946135,0.03981264637002342,0.15178571428571427,1.800347222222222,0.017698775290820444,1.079551337359793
228,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.14754098360655737,0.1358313817330211,0.0351288056206089,0.23809523809523808,1.7528735632183905,0.015088109955081197,1.1342213114754098
229,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1358313817330211,0.14754098360655737,0.0351288056206089,0.2586206896551724,1.7528735632183905,0.015088109955081197,1.1498284407167365
230,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.11475409836065574,0.26229508196721313,0.05152224824355972,0.4489795918367347,1.7117346938775508,0.021422812607977886,1.3387978142076502
231,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.26229508196721313,0.11475409836065574,0.05152224824355972,0.19642857142857142,1.7117346938775508,0.021422812607977886,1.101639344262295
232,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.26229508196721313,0.07494145199063232,0.03278688524590164,0.125,1.66796875,0.01313011095327677,1.0572097691535631
233,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07494145199063232,0.26229508196721313,0.03278688524590164,0.4375,1.66796875,0.01313011095327677,1.3114754098360655
234,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07494145199063232,0.26229508196721313,0.03278688524590164,0.4375,1.66796875,0.01313011095327677,1.3114754098360655
235,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.26229508196721313,0.07494145199063232,0.03278688524590164,0.125,1.66796875,0.01313011095327677,1.0572097691535631
236,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.1053864168618267,0.26229508196721313,0.03981264637002342,0.37777777777777777,1.4402777777777778,0.012170307521019694,1.1855971896955502
237,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.26229508196721313,0.1053864168618267,0.03981264637002342,0.15178571428571427,1.4402777777777775,0.012170307521019694,1.054702329594478
238,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.14754098360655737,0.14754098360655737,0.03044496487119438,0.20634920634920634,1.3985890652557318,0.008676623027603948,1.0740983606557377
239,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.14754098360655737,0.14754098360655737,0.03044496487119438,0.20634920634920634,1.3985890652557318,0.008676623027603948,1.0740983606557377
240,frozenset({'6 RIBBONS RUSTIC CHARM'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.11007025761124122,0.26229508196721313,0.03747072599531616,0.3404255319148936,1.297872340425532,0.008599838753023378,1.118455843469064
241,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'6 RIBBONS RUSTIC CHARM'}),0.26229508196721313,0.11007025761124122,0.03747072599531616,0.14285714285714285,1.297872340425532,0.008599838753023378,1.0382513661202184
242,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.26229508196721313,0.14754098360655737,0.04215456674473068,0.1607142857142857,1.0892857142857142,0.003455292356125461,1.0156958493198467
243,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.14754098360655737,0.26229508196721313,0.04215456674473068,0.2857142857142857,1.0892857142857142,0.003455292356125461,1.0327868852459015
